sentenceid,sentence_text,drug_pair,ddi_label,drug1,drug2,drug1offset,drug2offset,drugsinsent
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p45,0,estrogens,contraceptives,106-114,122-135,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p46,0,estrogens,phenytoin,106-114,138-146,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p47,0,estrogens,nicotinic acid,106-114,149-162,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p48,0,estrogens,sympathomimetics,106-114,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p49,0,estrogens,calcium channel-blocking drugs,106-114,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p50,0,estrogens,isoniazid,106-114,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p51,0,contraceptives,phenytoin,122-135,138-146,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p52,0,contraceptives,nicotinic acid,122-135,149-162,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p53,0,contraceptives,sympathomimetics,122-135,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p54,0,contraceptives,calcium channel-blocking drugs,122-135,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p55,0,contraceptives,isoniazid,122-135,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p56,0,phenytoin,nicotinic acid,138-146,149-162,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p57,0,phenytoin,sympathomimetics,138-146,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p58,0,phenytoin,calcium channel-blocking drugs,138-146,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p59,0,phenytoin,isoniazid,138-146,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p60,0,nicotinic acid,sympathomimetics,149-162,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p61,0,nicotinic acid,calcium channel-blocking drugs,149-162,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p62,0,nicotinic acid,isoniazid,149-162,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p63,0,sympathomimetics,calcium channel-blocking drugs,165-180,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p64,0,sympathomimetics,isoniazid,165-180,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p65,0,calcium channel-blocking drugs,isoniazid,183-212,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s3,"When such drugs are withdrawn from patients receiving Acarbose in combination with sulfonylureas or insulin, patients should be observed closely for any evidence of hypoglycemia.",DDI-DrugBank.d536.s3.p0,0,Acarbose,sulfonylureas,54-61,83-95,"Acarbose,sulfonylureas,insulin,"
DDI-DrugBank.d536.s3,"When such drugs are withdrawn from patients receiving Acarbose in combination with sulfonylureas or insulin, patients should be observed closely for any evidence of hypoglycemia.",DDI-DrugBank.d536.s3.p1,0,Acarbose,insulin,54-61,100-106,"Acarbose,sulfonylureas,insulin,"
DDI-DrugBank.d536.s3,"When such drugs are withdrawn from patients receiving Acarbose in combination with sulfonylureas or insulin, patients should be observed closely for any evidence of hypoglycemia.",DDI-DrugBank.d536.s3.p2,0,sulfonylureas,insulin,83-95,100-106,"Acarbose,sulfonylureas,insulin,"
DDI-DrugBank.d536.s4,"Intestinal adsorbents (e. g., charcoal) and digestive enzyme preparations containing carbohydrate-splitting enzymes (e. g., amylase, pancreatin) might reduce the effect of Acarbose and should not be taken concomitantly.",DDI-DrugBank.d536.s4.p0,0,Intestinal adsorbents,charcoal,0-20,30-37,"Intestinal adsorbents,charcoal,digestive enzyme preparations,amylase,pancreatin,Acarbose,"
DDI-DrugBank.d536.s4,"Intestinal adsorbents (e. g., charcoal) and digestive enzyme preparations containing carbohydrate-splitting enzymes (e. g., amylase, pancreatin) might reduce the effect of Acarbose and should not be taken concomitantly.",DDI-DrugBank.d536.s4.p1,0,Intestinal adsorbents,digestive enzyme preparations,0-20,44-72,"Intestinal adsorbents,charcoal,digestive enzyme preparations,amylase,pancreatin,Acarbose,"
DDI-DrugBank.d536.s4,"Intestinal adsorbents (e. g., charcoal) and digestive enzyme preparations containing carbohydrate-splitting enzymes (e. g., amylase, pancreatin) might reduce the effect of Acarbose and should not be taken concomitantly.",DDI-DrugBank.d536.s4.p2,0,Intestinal adsorbents,amylase,0-20,124-130,"Intestinal adsorbents,charcoal,digestive enzyme preparations,amylase,pancreatin,Acarbose,"
DDI-DrugBank.d536.s4,"Intestinal adsorbents (e. g., charcoal) and digestive enzyme preparations containing carbohydrate-splitting enzymes (e. g., amylase, pancreatin) might reduce the effect of Acarbose and should not be taken concomitantly.",DDI-DrugBank.d536.s4.p3,0,Intestinal adsorbents,pancreatin,0-20,133-142,"Intestinal adsorbents,charcoal,digestive enzyme preparations,amylase,pancreatin,Acarbose,"
DDI-DrugBank.d536.s4,"Intestinal adsorbents (e. g., charcoal) and digestive enzyme preparations containing carbohydrate-splitting enzymes (e. g., amylase, pancreatin) might reduce the effect of Acarbose and should not be taken concomitantly.",DDI-DrugBank.d536.s4.p4,1,Intestinal adsorbents,Acarbose,0-20,170-177,"Intestinal adsorbents,charcoal,digestive enzyme preparations,amylase,pancreatin,Acarbose,"
DDI-DrugBank.d536.s4,"Intestinal adsorbents (e. g., charcoal) and digestive enzyme preparations containing carbohydrate-splitting enzymes (e. g., amylase, pancreatin) might reduce the effect of Acarbose and should not be taken concomitantly.",DDI-DrugBank.d536.s4.p5,0,charcoal,digestive enzyme preparations,30-37,44-72,"Intestinal adsorbents,charcoal,digestive enzyme preparations,amylase,pancreatin,Acarbose,"
DDI-DrugBank.d536.s4,"Intestinal adsorbents (e. g., charcoal) and digestive enzyme preparations containing carbohydrate-splitting enzymes (e. g., amylase, pancreatin) might reduce the effect of Acarbose and should not be taken concomitantly.",DDI-DrugBank.d536.s4.p6,0,charcoal,amylase,30-37,124-130,"Intestinal adsorbents,charcoal,digestive enzyme preparations,amylase,pancreatin,Acarbose,"
